"subjectid" "activity" "feature" "mean(measurement)"
23 "walking" "tBodyGyrostdX" -0.494322648644068
23 "walking" "tBodyGyrostdY" 0.25945722920339
23 "walking" "tBodyGyrostdZ" -0.209634887972881
23 "walking" "tBodyGyroJerkmeanX" -0.0578128239067797
23 "walking" "tBodyGyroJerkmeanY" -0.0516704755661017
23 "walking" "tBodyGyroJerkmeanZ" -0.0903002524369492
23 "walking" "tBodyGyroJerkstdX" -0.363969434576271
23 "walking" "tBodyGyroJerkstdY" 0.295945926186441
23 "walking" "tBodyGyroJerkstdZ" -0.374456768135593
23 "walking" "tBodyAccMagmean" -0.0988770198220339
23 "walking" "tBodyAccMagstd" -0.209989354570847
23 "walking" "tGravityAccMagmean" -0.0988770198220339
23 "walking" "tGravityAccMagstd" -0.209989354570847
23 "walking" "tBodyAccJerkMagmean" -0.0670819655881356
23 "walking" "tBodyAccJerkMagstd" -0.0268194363050847
23 "walking" "tBodyGyroMagmean" -0.0120968259523729
23 "walking" "tBodyGyroMagstd" 0.163346451623729
23 "walking" "tBodyGyroJerkMagmean" 0.0115305410508475
23 "walking" "tBodyGyroJerkMagstd" 0.250173204117966
23 "walking" "fBodyAccmeanX" -0.275404187920339
23 "walking" "fBodyAccmeanY" -0.0724367317966102
23 "walking" "fBodyAccmeanZ" 0.0814081078542373
23 "walking" "fBodyAccstdX" -0.329807279830508
23 "walking" "fBodyAccstdY" -0.202524061966102
23 "walking" "fBodyAccstdZ" 0.1161434407
23 "walking" "fBodyAccmeanFreqX" -0.271218699661017
23 "walking" "fBodyAccmeanFreqY" 0.107804588864407
23 "walking" "fBodyAccmeanFreqZ" 0.121798905935593
23 "walking" "fBodyAccJerkmeanX" -0.290410454881356
23 "walking" "fBodyAccJerkmeanY" -0.155488720747458
23 "walking" "fBodyAccJerkmeanZ" -0.0572021324745763
23 "walking" "fBodyAccJerkstdX" -0.235172990305085
23 "walking" "fBodyAccJerkstdY" -0.0609753095355932
23 "walking" "fBodyAccJerkstdZ" -0.00623647528983051
23 "walking" "fBodyAccJerkmeanFreqX" -0.269875748525424
23 "walking" "fBodyAccJerkmeanFreqY" -0.278843950576271
23 "walking" "fBodyAccJerkmeanFreqZ" -0.366737656932203
23 "walking" "fBodyGyromeanX" -0.337619203050847
23 "walking" "fBodyGyromeanY" 0.195569461920339
23 "walking" "fBodyGyromeanZ" -0.194970369294915
23 "walking" "fBodyGyrostdX" -0.545051691694915
23 "walking" "fBodyGyrostdY" 0.286581518449153
23 "walking" "fBodyGyrostdZ" -0.287820868152542
23 "walking" "fBodyGyromeanFreqX" -0.00734779774576271
23 "walking" "fBodyGyromeanFreqY" 0.166489215586441
23 "walking" "fBodyGyromeanFreqZ" -0.0544726683728814
23 "walking" "fBodyAccMagmean" -0.0942606311677966
23 "walking" "fBodyAccMagstd" -0.407577515762712
23 "walking" "fBodyAccMagmeanFreq" 0.281811709254237
23 "walking" "fBodyBodyAccJerkMagmean" -0.0180705701559322
23 "walking" "fBodyBodyAccJerkMagstd" -0.0457372334118644
23 "walking" "fBodyBodyAccJerkMagmeanFreq" 0.15173584590678
23 "walking" "fBodyBodyGyroMagmean" 0.185078207383051
23 "walking" "fBodyBodyGyroMagstd" -0.061476584759322
23 "walking" "fBodyBodyGyroMagmeanFreq" 0.409521611525424
23 "walking" "fBodyBodyGyroJerkMagmean" 0.146618569064407
23 "walking" "fBodyBodyGyroJerkMagstd" 0.287834616098305
23 "walking" "fBodyBodyGyroJerkMagmeanFreq" 0.176693448469492
23 "walking" "angletBodyAccMeangravity" 0.0304546177791525
23 "walking" "angletBodyAccJerkMeangravityMean" -0.0766106376715254
23 "walking" "angletBodyGyroMeangravityMean" 0.0274852541694915
23 "walking" "angletBodyGyroJerkMeangravityMean" -0.0703351409440678
23 "walking" "angleXgravityMean" -0.784798045254237
23 "walking" "angleYgravityMean" 0.194885322372881
23 "walking" "angleZgravityMean" 0.134716005084746
23 "walkingupstairs" "tBodyAccmeanX" 0.249995171031373
23 "walkingupstairs" "tBodyAccmeanY" -0.0323844029237255
23 "walkingupstairs" "tBodyAccmeanZ" -0.126890616782353
23 "walkingupstairs" "tBodyAccstdX" -0.243887818513725
23 "walkingupstairs" "tBodyAccstdY" 0.0448435785868627
23 "walkingupstairs" "tBodyAccstdZ" 0.10080118935098
23 "walkingupstairs" "tGravityAccmeanX" 0.843438810196078
23 "walkingupstairs" "tGravityAccmeanY" -0.214481808235294
23 "walkingupstairs" "tGravityAccmeanZ" -0.35593445
23 "walkingupstairs" "tGravityAccstdX" -0.933344481568627
23 "walkingupstairs" "tGravityAccstdY" -0.910474557058824
23 "walkingupstairs" "tGravityAccstdZ" -0.902065910392157
23 "walkingupstairs" "tBodyAccJerkmeanX" 0.0723649984647059
23 "walkingupstairs" "tBodyAccJerkmeanY" 0.039986286827451
23 "walkingupstairs" "tBodyAccJerkmeanZ" 0.0159234167843137
23 "walkingupstairs" "tBodyAccJerkstdX" -0.365398622764706
23 "walkingupstairs" "tBodyAccJerkstdY" -0.328225031
23 "walkingupstairs" "tBodyAccJerkstdZ" -0.408094020392157
23 "walkingupstairs" "tBodyGyromeanX" 0.0957940245941176
23 "walkingupstairs" "tBodyGyromeanY" -0.111564389137255
23 "walkingupstairs" "tBodyGyromeanZ" -0.0325557522333333
23 "walkingupstairs" "tBodyGyrostdX" -0.550664576666667
23 "walkingupstairs" "tBodyGyrostdY" -0.293681861176471
23 "walkingupstairs" "tBodyGyrostdZ" -0.0317301153392157
23 "walkingupstairs" "tBodyGyroJerkmeanX" -0.109913094117647
23 "walkingupstairs" "tBodyGyroJerkmeanY" -0.0523943787039216
23 "walkingupstairs" "tBodyGyroJerkmeanZ" -0.0924998531372549
23 "walkingupstairs" "tBodyGyroJerkstdX" -0.548318881568627
23 "walkingupstairs" "tBodyGyroJerkstdY" -0.493514122352941
23 "walkingupstairs" "tBodyGyroJerkstdZ" -0.543765425882353
23 "walkingupstairs" "tBodyAccMagmean" -0.0117536873784314
23 "walkingupstairs" "tBodyAccMagstd" -0.271893714117647
23 "walkingupstairs" "tGravityAccMagmean" -0.0117536873784314
23 "walkingupstairs" "tGravityAccMagstd" -0.271893714117647
23 "walkingupstairs" "tBodyAccJerkMagmean" -0.311143885098039
23 "walkingupstairs" "tBodyAccJerkMagstd" -0.362708849411765
23 "walkingupstairs" "tBodyGyroMagmean" -0.156527148792745
23 "walkingupstairs" "tBodyGyroMagstd" -0.366732989313725
23 "walkingupstairs" "tBodyGyroJerkMagmean" -0.504367150588235
23 "walkingupstairs" "tBodyGyroJerkMagstd" -0.551275188627451
23 "walkingupstairs" "fBodyAccmeanX" -0.272605689568627
23 "walkingupstairs" "fBodyAccmeanY" -0.0769773944803922
23 "walkingupstairs" "fBodyAccmeanZ" -0.070577489272549
23 "walkingupstairs" "fBodyAccstdX" -0.234309548019608
23 "walkingupstairs" "fBodyAccstdY" 0.0380597405498039
23 "walkingupstairs" "fBodyAccstdZ" 0.104508755759412
23 "walkingupstairs" "fBodyAccmeanFreqX" -0.416950400284314
23 "walkingupstairs" "fBodyAccmeanFreqY" -0.188068413803922
23 "walkingupstairs" "fBodyAccmeanFreqZ" -0.20350714824902
23 "walkingupstairs" "fBodyAccJerkmeanX" -0.365642513176471
23 "walkingupstairs" "fBodyAccJerkmeanY" -0.326236287627451
23 "walkingupstairs" "fBodyAccJerkmeanZ" -0.346605238039216
23 "walkingupstairs" "fBodyAccJerkstdX" -0.424877553333333
23 "walkingupstairs" "fBodyAccJerkstdY" -0.380894442941176
23 "walkingupstairs" "fBodyAccJerkstdZ" -0.46895638372549
23 "walkingupstairs" "fBodyAccJerkmeanFreqX" -0.278707884980392
23 "walkingupstairs" "fBodyAccJerkmeanFreqY" -0.357319836562745
23 "walkingupstairs" "fBodyAccJerkmeanFreqZ" -0.443171315294118
23 "walkingupstairs" "fBodyGyromeanX" -0.430239229235294
23 "walkingupstairs" "fBodyGyromeanY" -0.290447408901961
23 "walkingupstairs" "fBodyGyromeanZ" -0.163001294113725
23 "walkingupstairs" "fBodyGyrostdX" -0.590430783921569
23 "walkingupstairs" "fBodyGyrostdY" -0.301619977058824
23 "walkingupstairs" "fBodyGyrostdZ" -0.0822521122215686
23 "walkingupstairs" "fBodyGyromeanFreqX" -0.0887030529117647
23 "walkingupstairs" "fBodyGyromeanFreqY" -0.136461407760784
23 "walkingupstairs" "fBodyGyromeanFreqZ" -0.413452415980392
23 "walkingupstairs" "fBodyAccMagmean" -0.231382662235294
23 "walkingupstairs" "fBodyAccMagstd" -0.410047643333333
23 "walkingupstairs" "fBodyAccMagmeanFreq" -0.0111619282254902
23 "walkingupstairs" "fBodyBodyAccJerkMagmean" -0.302968064764706
23 "walkingupstairs" "fBodyBodyAccJerkMagstd" -0.454324844901961
23 "walkingupstairs" "fBodyBodyAccJerkMagmeanFreq" 0.148281880568627
23 "walkingupstairs" "fBodyBodyGyroMagmean" -0.380388292223529
23 "walkingupstairs" "fBodyBodyGyroMagstd" -0.470491576431373
23 "walkingupstairs" "fBodyBodyGyroMagmeanFreq" 0.079223297227451
23 "walkingupstairs" "fBodyBodyGyroJerkMagmean" -0.51871565
23 "walkingupstairs" "fBodyBodyGyroJerkMagstd" -0.632659461568627
23 "walkingupstairs" "fBodyBodyGyroJerkMagmeanFreq" 0.233770059509804
23 "walkingupstairs" "angletBodyAccMeangravity" 0.0310652768554902
23 "walkingupstairs" "angletBodyAccJerkMeangravityMean" 0.0332454765882353
23 "walkingupstairs" "angletBodyGyroMeangravityMean" -0.311531826862745
23 "walkingupstairs" "angletBodyGyroJerkMeangravityMean" 0.0614662024705882
23 "walkingupstairs" "angleXgravityMean" -0.585360400392157
23 "walkingupstairs" "angleYgravityMean" 0.232358364313726
23 "walkingupstairs" "angleZgravityMean" 0.277962284705882
23 "walkingdownstairs" "tBodyAccmeanX" 0.289897411148148
23 "walkingdownstairs" "tBodyAccmeanY" -0.0162111457238889
23 "walkingdownstairs" "tBodyAccmeanZ" -0.0988123712574074
23 "walkingdownstairs" "tBodyAccstdX" 0.0441392843425926
23 "walkingdownstairs" "tBodyAccstdY" 0.10825903416963
23 "walkingdownstairs" "tBodyAccstdZ" 0.229898742944444
23 "walkingdownstairs" "tGravityAccmeanX" 0.923711401296296
23 "walkingdownstairs" "tGravityAccmeanY" -0.110028841648148
23 "walkingdownstairs" "tGravityAccmeanZ" -0.153671532259259
23 "walkingdownstairs" "tGravityAccstdX" -0.950790837407407
23 "walkingdownstairs" "tGravityAccstdY" -0.93901254962963
23 "walkingdownstairs" "tGravityAccstdZ" -0.905888257592593
23 "walkingdownstairs" "tBodyAccJerkmeanX" 0.0578010605648148
23 "walkingdownstairs" "tBodyAccJerkmeanY" 0.0375005150740741
23 "walkingdownstairs" "tBodyAccJerkmeanZ" -0.000982717101851849
23 "walkingdownstairs" "tBodyAccJerkstdX" 0.198947061775926
23 "walkingdownstairs" "tBodyAccJerkstdY" -0.0883301225796296
23 "walkingdownstairs" "tBodyAccJerkstdZ" 0.0310157077775926
23 "walkingdownstairs" "tBodyGyromeanX" -0.0578230190203704
23 "walkingdownstairs" "tBodyGyromeanY" -0.0853077464277778
23 "walkingdownstairs" "tBodyGyromeanZ" 0.0953602497222222
23 "walkingdownstairs" "tBodyGyrostdX" -0.416133032777778
23 "walkingdownstairs" "tBodyGyrostdY" 0.213825552277778
23 "walkingdownstairs" "tBodyGyrostdZ" -0.208702488240741
23 "walkingdownstairs" "tBodyGyroJerkmeanX" -0.117725824412963
23 "walkingdownstairs" "tBodyGyroJerkmeanY" -0.0352891614740741
23 "walkingdownstairs" "tBodyGyroJerkmeanZ" -0.0293255016148148
23 "walkingdownstairs" "tBodyGyroJerkstdX" -0.32301569962963
23 "walkingdownstairs" "tBodyGyroJerkstdY" 0.146650121972222
23 "walkingdownstairs" "tBodyGyroJerkstdZ" -0.36786963962963
23 "walkingdownstairs" "tBodyAccMagmean" 0.127211137694444
23 "walkingdownstairs" "tBodyAccMagstd" 0.230363964351852
23 "walkingdownstairs" "tGravityAccMagmean" 0.127211137694444
23 "walkingdownstairs" "tGravityAccMagstd" 0.230363964351852
23 "walkingdownstairs" "tBodyAccJerkMagmean" 0.112982475627778
23 "walkingdownstairs" "tBodyAccJerkMagstd" 0.292087200087037
23 "walkingdownstairs" "tBodyGyroMagmean" 0.0390915481555556
23 "walkingdownstairs" "tBodyGyroMagstd" 0.0539972903222222
23 "walkingdownstairs" "tBodyGyroJerkMagmean" -0.0463117766203704
23 "walkingdownstairs" "tBodyGyroJerkMagstd" 0.0594908483888889
23 "walkingdownstairs" "fBodyAccmeanX" 0.205428216353704
23 "walkingdownstairs" "fBodyAccmeanY" 0.0959432893981482
23 "walkingdownstairs" "fBodyAccmeanZ" 0.280518877574074
23 "walkingdownstairs" "fBodyAccstdX" -0.0282962478037037
23 "walkingdownstairs" "fBodyAccstdY" 0.0432283686975926
23 "walkingdownstairs" "fBodyAccstdZ" 0.0947940973814815
23 "walkingdownstairs" "fBodyAccmeanFreqX" -0.23469362537037
23 "walkingdownstairs" "fBodyAccmeanFreqY" 0.0130298524666667
23 "walkingdownstairs" "fBodyAccmeanFreqZ" 0.178520969805556
23 "walkingdownstairs" "fBodyAccJerkmeanX" 0.201542909494444
23 "walkingdownstairs" "fBodyAccJerkmeanY" -0.0724504562777778
23 "walkingdownstairs" "fBodyAccJerkmeanZ" 0.157775692377778
23 "walkingdownstairs" "fBodyAccJerkstdX" 0.0819587190574074
23 "walkingdownstairs" "fBodyAccJerkstdY" -0.177697841296296
23 "walkingdownstairs" "fBodyAccJerkstdZ" -0.09851956305
23 "walkingdownstairs" "fBodyAccJerkmeanFreqX" -0.210126610722222
23 "walkingdownstairs" "fBodyAccJerkmeanFreqY" -0.181909200418519
23 "walkingdownstairs" "fBodyAccJerkmeanFreqZ" -0.179004310844444
23 "walkingdownstairs" "fBodyGyromeanX" -0.214730713222222
23 "walkingdownstairs" "fBodyGyromeanY" 0.328817010088889
23 "walkingdownstairs" "fBodyGyromeanZ" -0.141266888477778
23 "walkingdownstairs" "fBodyGyrostdX" -0.482598325037037
23 "walkingdownstairs" "fBodyGyrostdY" 0.12605231802963
23 "walkingdownstairs" "fBodyGyrostdZ" -0.305896699222222
23 "walkingdownstairs" "fBodyGyromeanFreqX" 0.0216333667314815
23 "walkingdownstairs" "fBodyGyromeanFreqY" 0.0881284260055556
23 "walkingdownstairs" "fBodyGyromeanFreqZ" -0.060331719512963
23 "walkingdownstairs" "fBodyAccMagmean" 0.364829993351852
23 "walkingdownstairs" "fBodyAccMagstd" -0.0453930349148148
23 "walkingdownstairs" "fBodyAccMagmeanFreq" 0.167846645746296
23 "walkingdownstairs" "fBodyBodyAccJerkMagmean" 0.335009724333333
23 "walkingdownstairs" "fBodyBodyAccJerkMagstd" 0.2244805035
23 "walkingdownstairs" "fBodyBodyAccJerkMagmeanFreq" 0.0579874222987037
23 "walkingdownstairs" "fBodyBodyGyroMagmean" 0.150825734842593
23 "walkingdownstairs" "fBodyBodyGyroMagstd" -0.218930425944444
23 "walkingdownstairs" "fBodyBodyGyroMagmeanFreq" 0.402651090185185
23 "walkingdownstairs" "fBodyBodyGyroJerkMagmean" 0.0746754643666667
23 "walkingdownstairs" "fBodyBodyGyroJerkMagstd" -0.0398573780185185
23 "walkingdownstairs" "fBodyBodyGyroJerkMagmeanFreq" 0.221849483707407
23 "walkingdownstairs" "angletBodyAccMeangravity" -0.0787097195925926
23 "walkingdownstairs" "angletBodyAccJerkMeangravityMean" -0.0309622597407407
23 "walkingdownstairs" "angletBodyGyroMeangravityMean" 0.139336003333333
23 "walkingdownstairs" "angletBodyGyroJerkMeangravityMean" 0.0263468348703704
23 "walkingdownstairs" "angleXgravityMean" -0.816592367407407
23 "walkingdownstairs" "angleYgravityMean" 0.160335424259259
23 "walkingdownstairs" "angleZgravityMean" 0.131746438444444
23 "sitting" "tBodyAccmeanX" 0.273351251617647
23 "sitting" "tBodyAccmeanY" -0.0133945015676471
23 "sitting" "tBodyAccmeanZ" -0.103808679294118
23 "sitting" "tBodyAccstdX" -0.987607636617647
23 "sitting" "tBodyAccstdY" -0.934933559264706
23 "sitting" "tBodyAccstdZ" -0.905584390323529
23 "sitting" "tGravityAccmeanX" 0.936509242941176
23 "sitting" "tGravityAccmeanY" 0.1217510625
23 "sitting" "tGravityAccmeanZ" 0.0630111556279412
23 "sitting" "tGravityAccstdX" -0.984536722205882
23 "sitting" "tGravityAccstdY" -0.960917426323529
23 "sitting" "tGravityAccstdZ" -0.923953600294118
23 "sitting" "tBodyAccJerkmeanX" 0.0770022352205882
23 "sitting" "tBodyAccJerkmeanY" 0.0101351394211029
23 "sitting" "tBodyAccJerkmeanZ" -0.00148823351367647
23 "sitting" "tBodyAccJerkstdX" -0.984561803823529
23 "sitting" "tBodyAccJerkstdY" -0.978045837794118
23 "sitting" "tBodyAccJerkstdZ" -0.975978995
23 "sitting" "tBodyGyromeanX" -0.0472583464367647
23 "sitting" "tBodyGyromeanY" -0.0684325551029412
23 "sitting" "tBodyGyromeanZ" 0.0645673209117647
23 "sitting" "tBodyGyrostdX" -0.980363734264706
23 "sitting" "tBodyGyrostdY" -0.948109526029412
23 "sitting" "tBodyGyrostdZ" -0.9597186325
23 "sitting" "tBodyGyroJerkmeanX" -0.0967422192647059
23 "sitting" "tBodyGyroJerkmeanY" -0.0434602554691176
23 "sitting" "tBodyGyroJerkmeanZ" -0.0485561086867647
23 "sitting" "tBodyGyroJerkstdX" -0.987084633970588
23 "sitting" "tBodyGyroJerkstdY" -0.980727445294118
23 "sitting" "tBodyGyroJerkstdZ" -0.988130142058824
23 "sitting" "tBodyAccMagmean" -0.944080772941176
23 "sitting" "tBodyAccMagstd" -0.924963263235294
23 "sitting" "tGravityAccMagmean" -0.944080772941176
23 "sitting" "tGravityAccMagstd" -0.924963263235294
23 "sitting" "tBodyAccJerkMagmean" -0.982375503382353
23 "sitting" "tBodyAccJerkMagstd" -0.973668776323529
23 "sitting" "tBodyGyroMagmean" -0.936593426911765
23 "sitting" "tBodyGyroMagstd" -0.937006097352941
23 "sitting" "tBodyGyroJerkMagmean" -0.986514066029412
23 "sitting" "tBodyGyroJerkMagstd" -0.979226997941177
23 "sitting" "fBodyAccmeanX" -0.986325670882353
23 "sitting" "fBodyAccmeanY" -0.953460406470588
23 "sitting" "fBodyAccmeanZ" -0.942031166764706
23 "sitting" "fBodyAccstdX" -0.988345258235294
23 "sitting" "fBodyAccstdY" -0.930781487205882
23 "sitting" "fBodyAccstdZ" -0.896125263911765
23 "sitting" "fBodyAccmeanFreqX" 0.0459466909620588
23 "sitting" "fBodyAccmeanFreqY" 0.130083858026471
23 "sitting" "fBodyAccmeanFreqZ" 0.0837341059411765
23 "sitting" "fBodyAccJerkmeanX" -0.984550863529412
23 "sitting" "fBodyAccJerkmeanY" -0.978136218235294
23 "sitting" "fBodyAccJerkmeanZ" -0.972656226029412
23 "sitting" "fBodyAccJerkstdX" -0.986019630441176
23 "sitting" "fBodyAccJerkstdY" -0.979564696911765
23 "sitting" "fBodyAccJerkstdZ" -0.977936447205882
23 "sitting" "fBodyAccJerkmeanFreqX" 0.285643525808824
23 "sitting" "fBodyAccJerkmeanFreqY" -0.0438597429455882
23 "sitting" "fBodyAccJerkmeanFreqZ" 0.0323132713205882
23 "sitting" "fBodyGyromeanX" -0.977149986617647
23 "sitting" "fBodyGyromeanY" -0.957920288823529
23 "sitting" "fBodyGyromeanZ" -0.965428833529412
23 "sitting" "fBodyGyrostdX" -0.981523241176471
23 "sitting" "fBodyGyrostdY" -0.943733421029412
23 "sitting" "fBodyGyrostdZ" -0.961914054264706
23 "sitting" "fBodyGyromeanFreqX" 0.0704401990367647
23 "sitting" "fBodyGyromeanFreqY" -0.0826203849176471
23 "sitting" "fBodyGyromeanFreqZ" 0.137545517458824
23 "sitting" "fBodyAccMagmean" -0.945837830147059
23 "sitting" "fBodyAccMagstd" -0.927090118382353
23 "sitting" "fBodyAccMagmeanFreq" 0.162284907683824
23 "sitting" "fBodyBodyAccJerkMagmean" -0.974121466764706
23 "sitting" "fBodyBodyAccJerkMagstd" -0.972117016617647
23 "sitting" "fBodyBodyAccJerkMagmeanFreq" 0.199533745057059
23 "sitting" "fBodyBodyGyroMagmean" -0.952293277205882
23 "sitting" "fBodyBodyGyroMagstd" -0.938680776617647
23 "sitting" "fBodyBodyGyroMagmeanFreq" 0.125456560348529
23 "sitting" "fBodyBodyGyroJerkMagmean" -0.980707211470588
23 "sitting" "fBodyBodyGyroJerkMagstd" -0.978499038088235
23 "sitting" "fBodyBodyGyroJerkMagmeanFreq" 0.0531832551514706
23 "sitting" "angletBodyAccMeangravity" 0.0115616352485294
23 "sitting" "angletBodyAccJerkMeangravityMean" -0.00224226963529411
23 "sitting" "angletBodyGyroMeangravityMean" 0.0360777403426471
23 "sitting" "angletBodyGyroJerkMeangravityMean" -0.0386059614044118
23 "sitting" "angleXgravityMean" -0.798066761764706
23 "sitting" "angleYgravityMean" -2.2258617647059e-05
23 "sitting" "angleZgravityMean" -0.0230392130294118
23 "standing" "tBodyAccmeanX" 0.277899323235294
23 "standing" "tBodyAccmeanY" -0.0177475547867647
23 "standing" "tBodyAccmeanZ" -0.1105970177575
23 "standing" "tBodyAccstdX" -0.985421519558824
23 "standing" "tBodyAccstdY" -0.9584444925
23 "standing" "tBodyAccstdZ" -0.929409745147059
23 "standing" "tGravityAccmeanX" 0.919857125882353
23 "standing" "tGravityAccmeanY" -0.117401359697059
23 "standing" "tGravityAccmeanZ" -0.223631180906765
23 "standing" "tGravityAccstdX" -0.984610385
23 "standing" "tGravityAccstdY" -0.984818648823529
23 "standing" "tGravityAccstdZ" -0.947199734411765
23 "standing" "tBodyAccJerkmeanX" 0.0750206478676471
23 "standing" "tBodyAccJerkmeanY" 0.0105861517936765
23 "standing" "tBodyAccJerkmeanZ" -0.00529260911370588
23 "standing" "tBodyAccJerkstdX" -0.983141958970588
23 "standing" "tBodyAccJerkstdY" -0.975219983676471
23 "standing" "tBodyAccJerkstdZ" -0.973595215441176
23 "standing" "tBodyGyromeanX" -0.0327397745133823
23 "standing" "tBodyGyromeanY" -0.0652264793213235
23 "standing" "tBodyGyromeanZ" 0.0816888999117647
23 "standing" "tBodyGyrostdX" -0.942011240294118
23 "standing" "tBodyGyrostdY" -0.948074760882353
23 "standing" "tBodyGyrostdZ" -0.962389689411765
23 "standing" "tBodyGyroJerkmeanX" -0.0981481050441177
23 "standing" "tBodyGyroJerkmeanY" -0.0416774165735294
23 "standing" "tBodyGyroJerkmeanZ" -0.0548226277867647
23 "standing" "tBodyGyroJerkstdX" -0.972770702058824
23 "standing" "tBodyGyroJerkstdY" -0.972509523235294
23 "standing" "tBodyGyroJerkstdZ" -0.984654516470588
23 "standing" "tBodyAccMagmean" -0.957212267058824
23 "standing" "tBodyAccMagstd" -0.9516698575
23 "standing" "tGravityAccMagmean" -0.957212267058824
23 "standing" "tGravityAccMagstd" -0.9516698575
23 "standing" "tBodyAccJerkMagmean" -0.978671485441176
23 "standing" "tBodyAccJerkMagstd" -0.974811528235294
23 "standing" "tBodyGyroMagmean" -0.938430293382353
23 "standing" "tBodyGyroMagstd" -0.923796565588235
23 "standing" "tBodyGyroJerkMagmean" -0.9763992525
23 "standing" "tBodyGyroJerkMagstd" -0.972387365294118
23 "standing" "fBodyAccmeanX" -0.983627197058824
23 "standing" "fBodyAccmeanY" -0.962831825294118
23 "standing" "fBodyAccmeanZ" -0.945170568823529
23 "standing" "fBodyAccstdX" -0.986333385588235
23 "standing" "fBodyAccstdY" -0.958042411176471
23 "standing" "fBodyAccstdZ" -0.926110099117647
23 "standing" "fBodyAccmeanFreqX" -0.00428156514117647
23 "standing" "fBodyAccmeanFreqY" 0.00252026687779412
23 "standing" "fBodyAccmeanFreqZ" -0.00225195262220588
23 "standing" "fBodyAccJerkmeanX" -0.983283252058823
23 "standing" "fBodyAccJerkmeanY" -0.975176561617647
23 "standing" "fBodyAccJerkmeanZ" -0.969610229705882
23 "standing" "fBodyAccJerkstdX" -0.984531642205882
23 "standing" "fBodyAccJerkstdY" -0.977157997794118
23 "standing" "fBodyAccJerkstdZ" -0.976241315882353
23 "standing" "fBodyAccJerkmeanFreqX" 0.201179907463235
23 "standing" "fBodyAccJerkmeanFreqY" -0.0878295931260294
23 "standing" "fBodyAccJerkmeanFreqZ" -0.0988283243558824
23 "standing" "fBodyGyromeanX" -0.947510436323529
23 "standing" "fBodyGyromeanY" -0.952781164558824
23 "standing" "fBodyGyromeanZ" -0.967939565
23 "standing" "fBodyGyrostdX" -0.941698515588235
23 "standing" "fBodyGyrostdY" -0.945871186029412
23 "standing" "fBodyGyrostdZ" -0.9642499225
23 "standing" "fBodyGyromeanFreqX" -0.291595924892647
23 "standing" "fBodyGyromeanFreqY" -0.197834986461765
23 "standing" "fBodyGyromeanFreqZ" -0.163986972797059
23 "standing" "fBodyAccMagmean" -0.957986177058823
23 "standing" "fBodyAccMagstd" -0.955291356470588
23 "standing" "fBodyAccMagmeanFreq" 0.0611889890617647
23 "standing" "fBodyBodyAccJerkMagmean" -0.973798155735294
23 "standing" "fBodyBodyAccJerkMagstd" -0.9750536875
23 "standing" "fBodyBodyAccJerkMagmeanFreq" 0.261655799526471
23 "standing" "fBodyBodyGyroMagmean" -0.944583829705882
23 "standing" "fBodyBodyGyroMagstd" -0.924805421470588
23 "standing" "fBodyBodyGyroMagmeanFreq" -0.121999620029412
23 "standing" "fBodyBodyGyroJerkMagmean" -0.972598810882353
23 "standing" "fBodyBodyGyroJerkMagstd" -0.973849691470588
23 "standing" "fBodyBodyGyroJerkMagmeanFreq" 0.128376237985294
23 "standing" "angletBodyAccMeangravity" 0.0118790023266176
23 "standing" "angletBodyAccJerkMeangravityMean" 0.0156168896279412
23 "standing" "angletBodyGyroMeangravityMean" 0.0176589417794118
23 "standing" "angletBodyGyroJerkMeangravityMean" -0.0703326196852941
23 "standing" "angleXgravityMean" -0.753773237352941
23 "standing" "angleYgravityMean" 0.164030936176471
23 "standing" "angleZgravityMean" 0.180098972514706
23 "laying" "tBodyAccmeanX" 0.274038007986111
23 "laying" "tBodyAccmeanY" -0.0216553835833333
23 "laying" "tBodyAccmeanZ" -0.104256776291667
23 "laying" "tBodyAccstdX" -0.956756363194444
23 "laying" "tBodyAccstdY" -0.976309827361111
23 "laying" "tBodyAccstdZ" -0.973223495416667
23 "laying" "tGravityAccmeanX" -0.391564962777778
23 "laying" "tGravityAccmeanY" 0.438434067361111
23 "laying" "tGravityAccmeanZ" 0.918782825277778
23 "laying" "tGravityAccstdX" -0.947948758194444
23 "laying" "tGravityAccstdY" -0.982794562916667
23 "laying" "tGravityAccstdZ" -0.976780462083333
23 "laying" "tBodyAccJerkmeanX" 0.0831787608333333
23 "laying" "tBodyAccJerkmeanY" 0.01535144005125
23 "laying" "tBodyAccJerkmeanZ" -0.00628235060277778
23 "laying" "tBodyAccJerkstdX" -0.986360446805556
23 "laying" "tBodyAccJerkstdY" -0.988611616666667
23 "laying" "tBodyAccJerkstdZ" -0.984663476666667
23 "laying" "tBodyGyromeanX" -0.0113399724663889
23 "laying" "tBodyGyromeanY" -0.105052917
23 "laying" "tBodyGyromeanZ" 0.111078594708333
23 "laying" "tBodyGyrostdX" -0.981849400972222
23 "laying" "tBodyGyrostdY" -0.959195236388889
23 "laying" "tBodyGyrostdZ" -0.983920132638889
23 "laying" "tBodyGyroJerkmeanX" -0.102024922819444
23 "laying" "tBodyGyroJerkmeanY" -0.0372449750569444
23 "laying" "tBodyGyroJerkmeanZ" -0.0621991626111111
23 "laying" "tBodyGyroJerkstdX" -0.985027850416667
23 "laying" "tBodyGyroJerkstdY" -0.979427763472222
